deployment_name,archetype,platform,memory_mb,image_size,block_index,invocation_frequency,traffic_cv,duration_tier,block_start_utc,total_requests,error_count,error_rate_pct,p50_latency_ms,p95_latency_ms,p99_latency_ms,mean_latency_ms,throughput_rps,image_size_mb,state_management,cold_start_rate_pct,cold_start_duration_ms,alb_lcu_cost_usd,estimated_cost_usd,invocation_frequency_numeric,duration_tier_numeric,log_invocations,sustained_load,arch_enterprise-microservice,arch_event-driven-api,arch_ml-inference,platform_is_lambda
svc-batch-transform-512mb-slim-container,batch-transform,fargate,512,slim,8,1k,4.0,medium,2026-05-09 10:30:08.909706+00:00,82,0,0.0,224.0,279.28,290.16,234.53,0.0152,50,0,0.0,0.0,3.45e-06,0.037031,1000,2000,6.907755278982137,2.0,0,0,0,0
svc-enterprise-microservice-512mb-standard-container,enterprise-microservice,fargate,512,standard,8,1k,4.0,medium,2026-05-09 10:30:49.733970+00:00,92,0,0.0,5.91,7.68,20.24,6.23,0.017,250,1,0.0,0.0,3.45e-06,0.037031,1000,2000,6.907755278982137,2.0,1,0,0,0
svc-event-driven-api-512mb-slim-serverless,event-driven-api,lambda,512,slim,8,1k,4.0,medium,2026-05-09 10:34:15.354943+00:00,31,0,0.0,79.36,1211.04,1411.45,292.93,0.0057,50,0,3.2258,1043.9,0.0,8.2e-05,1000,2000,6.907755278982137,2.0,0,1,0,1
svc-ml-inference-2gb-slim-serverless,ml-inference,lambda,2048,slim,8,1k,4.0,medium,2026-05-09 10:34:20.443971+00:00,94,0,0.0,121.28,4815.7,5518.68,446.34,0.0174,50,0,1.0638,4746.32,0.0,0.001417,1000,2000,6.907755278982137,2.0,0,0,1,1
svc-batch-transform-512mb-standard-serverless,batch-transform,lambda,512,standard,8,1k,4.0,medium,2026-05-09 10:34:23.797283+00:00,66,0,0.0,98.15,1800.48,1895.83,231.58,0.0122,250,0,1.5152,1331.31,0.0,0.000141,1000,2000,6.907755278982137,2.0,0,0,0,1
svc-event-driven-api-2gb-slim-container,event-driven-api,fargate,2048,slim,8,1k,4.0,medium,2026-05-09 10:35:23.522819+00:00,56,0,0.0,38.89,59.13,63.41,42.52,0.0104,50,0,0.0,0.0,3.31e-06,0.148113,1000,2000,6.907755278982137,2.0,0,1,0,0
svc-ml-inference-512mb-standard-serverless,ml-inference,lambda,512,standard,8,1k,4.0,medium,2026-05-09 10:36:30.259527+00:00,65,0,0.0,317.61,6343.98,6457.25,779.88,0.012,250,0,1.5385,4364.95,0.0,0.000435,1000,2000,6.907755278982137,2.0,0,0,1,1
svc-enterprise-microservice-512mb-slim-serverless,enterprise-microservice,lambda,512,slim,8,1k,4.0,medium,2026-05-09 10:39:22.713731+00:00,70,0,0.0,48.88,806.54,835.65,133.02,0.013,50,1,1.4286,373.44,0.0,9.2e-05,1000,2000,6.907755278982137,2.0,1,0,0,1
svc-enterprise-microservice-512mb-slim-container,enterprise-microservice,fargate,512,slim,8,1k,4.0,medium,2026-05-09 10:39:45.006187+00:00,135,0,0.0,8.23,12.15,14.92,8.7,0.025,50,1,0.0,0.0,3.23e-06,0.037031,1000,2000,6.907755278982137,2.0,1,0,0,0
svc-batch-transform-512mb-slim-serverless,batch-transform,lambda,512,slim,8,1k,4.0,medium,2026-05-09 10:44:44.805673+00:00,49,0,0.0,100.6,1855.71,2022.76,387.96,0.0091,50,0,2.0408,1284.44,0.0,0.000168,1000,2000,6.907755278982137,2.0,0,0,0,1
svc-ml-inference-2gb-standard-serverless,ml-inference,lambda,2048,standard,8,1k,4.0,medium,2026-05-09 11:00:23.505215+00:00,79,0,0.0,120.96,5010.03,5191.79,499.12,0.0146,250,0,1.2658,4347.51,0.0,0.00133,1000,2000,6.907755278982137,2.0,0,0,1,1
svc-event-driven-api-512mb-slim-container,event-driven-api,fargate,512,slim,8,1k,4.0,medium,2026-05-09 11:06:48.179168+00:00,89,0,0.0,43.15,74.64,98.84,49.24,0.0165,50,0,0.0,0.0,2.95e-06,0.03703,1000,2000,6.907755278982137,2.0,0,1,0,0
svc-batch-transform-512mb-standard-container,batch-transform,fargate,512,standard,9,1k,4.0,large,2026-05-09 12:00:15.510072+00:00,34,0,0.0,2289.86,2619.22,2887.3,2330.24,0.0063,250,0,0.0,0.0,2.49e-06,0.03703,1000,5000,6.907755278982137,5.0,0,0,0,0
svc-event-driven-api-2gb-standard-serverless,event-driven-api,lambda,2048,standard,9,1k,4.0,large,2026-05-09 12:02:56.421369+00:00,45,0,0.0,76.55,1031.42,1081.86,165.12,0.0083,250,0,2.2222,678.52,0.0,0.000257,1000,5000,6.907755278982137,5.0,0,1,0,1
svc-ml-inference-2gb-standard-container,ml-inference,fargate,2048,standard,9,1k,4.0,large,2026-05-09 12:04:17.746720+00:00,69,0,0.0,1149.53,1185.66,1220.31,1149.45,0.0128,250,0,0.0,0.0,2.64e-06,0.148113,1000,5000,6.907755278982137,5.0,0,0,1,0
svc-ml-inference-512mb-slim-container,ml-inference,fargate,512,slim,9,1k,4.0,large,2026-05-09 12:08:53.635278+00:00,128,0,0.0,2038.83,2274.81,2775.61,2082.59,0.0237,50,0,0.0,0.0,2.65e-06,0.03703,1000,5000,6.907755278982137,5.0,0,0,1,0
svc-enterprise-microservice-2gb-standard-serverless,enterprise-microservice,lambda,2048,standard,9,1k,4.0,large,2026-05-09 12:09:44.118061+00:00,87,0,0.0,48.67,731.47,1119.29,124.27,0.0161,250,1,0.0,0.0,0.0,0.000378,1000,5000,6.907755278982137,5.0,1,0,0,1
svc-batch-transform-2gb-slim-serverless,batch-transform,lambda,2048,slim,9,1k,4.0,large,2026-05-09 12:12:59.094588+00:00,60,0,0.0,83.95,1773.9,1820.11,309.0,0.0111,50,0,1.6667,1365.74,0.0,0.00063,1000,5000,6.907755278982137,5.0,0,0,0,1
svc-enterprise-microservice-2gb-standard-container,enterprise-microservice,fargate,2048,standard,9,1k,4.0,large,2026-05-09 12:13:01.382191+00:00,10,0,0.0,8.53,8.98,9.01,8.23,0.0019,250,1,0.0,0.0,2.69e-06,0.148113,1000,5000,6.907755278982137,5.0,1,0,0,0
svc-batch-transform-2gb-standard-serverless,batch-transform,lambda,2048,standard,9,1k,4.0,large,2026-05-09 12:13:25.021688+00:00,15,0,0.0,90.15,2076.87,2621.7,491.54,0.0028,250,0,6.6667,2321.91,0.0,0.000249,1000,5000,6.907755278982137,5.0,0,0,0,1
svc-batch-transform-2gb-slim-container,batch-transform,fargate,2048,slim,9,1k,4.0,large,2026-05-09 12:15:14.822590+00:00,37,0,0.0,992.66,1029.68,1035.95,992.01,0.0069,50,0,0.0,0.0,2.72e-06,0.148113,1000,5000,6.907755278982137,5.0,0,0,0,0
svc-event-driven-api-512mb-standard-serverless,event-driven-api,lambda,512,standard,9,1k,4.0,large,2026-05-09 12:17:25.834119+00:00,87,0,0.0,75.88,130.59,1210.55,128.13,0.0161,250,0,1.1494,653.62,0.0,0.00011,1000,5000,6.907755278982137,5.0,0,1,0,1
svc-batch-transform-2gb-standard-container,batch-transform,fargate,2048,standard,9,1k,4.0,large,2026-05-09 12:19:38.823210+00:00,97,0,0.0,1333.04,1379.45,1457.96,1339.6,0.018,250,0,0.0,0.0,2.65e-06,0.148113,1000,5000,6.907755278982137,5.0,0,0,0,0
svc-event-driven-api-2gb-slim-container,event-driven-api,fargate,2048,slim,9,1k,4.0,large,2026-05-09 12:20:45.430871+00:00,27,0,0.0,71.12,125.83,152.49,78.99,0.005,50,0,0.0,0.0,2.64e-06,0.148113,1000,5000,6.907755278982137,5.0,0,1,0,0
svc-batch-transform-512mb-slim-container,batch-transform,fargate,512,slim,9,1k,4.0,large,2026-05-09 12:23:00.191104+00:00,94,0,0.0,2322.7,2438.29,2812.26,2346.54,0.0174,50,0,0.0,0.0,2.5e-06,0.03703,1000,5000,6.907755278982137,5.0,0,0,0,0
svc-event-driven-api-512mb-slim-serverless,event-driven-api,lambda,512,slim,9,1k,4.0,large,2026-05-09 12:23:33.664889+00:00,133,0,0.0,75.82,1103.26,1228.89,162.64,0.0246,50,0,0.7519,675.44,0.0,0.000207,1000,5000,6.907755278982137,5.0,0,1,0,1
svc-ml-inference-512mb-standard-serverless,ml-inference,lambda,512,standard,9,1k,4.0,large,2026-05-09 12:23:43.485205+00:00,67,0,0.0,318.95,6429.42,6674.35,782.07,0.0124,250,0,1.4925,4478.81,0.0,0.00045,1000,5000,6.907755278982137,5.0,0,0,1,1
svc-event-driven-api-512mb-standard-container,event-driven-api,fargate,512,standard,9,1k,4.0,large,2026-05-09 12:25:39.335566+00:00,60,0,0.0,139.67,178.5,191.78,145.19,0.0111,250,0,0.0,0.0,2.5e-06,0.03703,1000,5000,6.907755278982137,5.0,0,1,0,0
svc-enterprise-microservice-512mb-slim-serverless,enterprise-microservice,lambda,512,slim,9,1k,4.0,large,2026-05-09 12:27:57.826747+00:00,45,0,0.0,50.51,904.16,1052.41,196.39,0.0083,50,1,0.0,0.0,0.0,8.3e-05,1000,5000,6.907755278982137,5.0,1,0,0,1
svc-enterprise-microservice-512mb-slim-container,enterprise-microservice,fargate,512,slim,9,1k,4.0,large,2026-05-09 12:28:17.990367+00:00,102,0,0.0,8.54,13.66,22.91,9.41,0.0189,50,1,0.0,0.0,2.51e-06,0.03703,1000,5000,6.907755278982137,5.0,1,0,0,0
svc-batch-transform-512mb-standard-serverless,batch-transform,lambda,512,standard,9,1k,4.0,large,2026-05-09 12:28:48.011057+00:00,59,0,0.0,98.58,1834.23,1930.43,305.65,0.0109,250,0,1.6949,1495.6,0.0,0.000162,1000,5000,6.907755278982137,5.0,0,0,0,1
svc-batch-transform-512mb-slim-serverless,batch-transform,lambda,512,slim,9,1k,4.0,large,2026-05-09 12:33:09.829837+00:00,90,0,0.0,98.89,1734.66,1857.09,214.29,0.0167,50,0,1.1111,1348.96,0.0,0.000179,1000,5000,6.907755278982137,5.0,0,0,0,1
svc-enterprise-microservice-512mb-standard-container,enterprise-microservice,fargate,512,standard,9,1k,4.0,large,2026-05-09 12:46:10.587180+00:00,73,0,0.0,5.63,8.55,16.14,5.93,0.0135,250,1,0.0,0.0,2.98e-06,0.03703,1000,5000,6.907755278982137,5.0,1,0,0,0
svc-event-driven-api-512mb-slim-container,event-driven-api,fargate,512,slim,9,1k,4.0,large,2026-05-09 13:08:00.575922+00:00,87,0,0.0,118.09,170.49,194.6,128.93,0.0161,50,0,0.0,0.0,6.98e-06,0.037034,1000,5000,6.907755278982137,5.0,0,1,0,0
svc-ml-inference-2gb-slim-serverless,ml-inference,lambda,2048,slim,9,1k,4.0,large,2026-05-09 13:19:07.540905+00:00,29,0,0.0,128.5,5265.29,5475.88,1158.98,0.0054,50,0,3.4483,4703.71,0.0,0.001126,1000,5000,6.907755278982137,5.0,0,0,1,1
svc-event-driven-api-2gb-standard-container,event-driven-api,fargate,2048,standard,9,1k,4.0,large,2026-05-09 13:22:45.436686+00:00,93,0,0.0,77.98,109.26,123.52,82.87,0.0172,250,0,0.0,0.0,1.006e-05,0.14812,1000,5000,6.907755278982137,5.0,0,1,0,0
svc-ml-inference-2gb-standard-serverless,ml-inference,lambda,2048,standard,9,1k,4.0,large,2026-05-09 13:31:38.295993+00:00,110,0,0.0,117.93,150.27,5414.2,369.06,0.0204,250,0,0.0,0.0,0.0,0.001375,1000,5000,6.907755278982137,5.0,0,0,1,1
svc-batch-transform-512mb-standard-container,batch-transform,fargate,512,standard,10,10k,0.5,small,2026-05-09 13:58:09.923845+00:00,633,0,0.0,42.3,58.94,74.24,43.66,0.1172,250,0,0.0,0.0,2.009e-05,0.037048,10000,500,9.210340371976184,5.0,0,0,0,0
svc-enterprise-microservice-2gb-standard-serverless,enterprise-microservice,lambda,2048,standard,10,10k,0.5,small,2026-05-09 14:00:51.556926+00:00,622,0,0.0,41.79,53.85,63.64,45.04,0.1152,250,1,0.1608,440.0,0.0,0.001058,10000,500,9.210340371976184,5.0,1,0,0,1
svc-batch-transform-2gb-standard-serverless,batch-transform,lambda,2048,standard,10,10k,0.5,small,2026-05-09 14:05:20.134665+00:00,614,0,0.0,76.24,93.79,107.74,80.41,0.1137,250,0,0.1629,1342.01,0.0,0.001769,10000,500,9.210340371976184,5.0,0,0,0,1
svc-event-driven-api-512mb-standard-serverless,event-driven-api,lambda,512,standard,10,10k,0.5,small,2026-05-09 14:05:59.354491+00:00,626,0,0.0,68.32,84.34,106.74,71.71,0.1159,250,0,0.1597,698.94,0.0,0.000499,10000,500,9.210340371976184,5.0,0,1,0,1
svc-event-driven-api-2gb-slim-container,event-driven-api,fargate,2048,slim,10,10k,0.5,small,2026-05-09 14:06:55.604090+00:00,626,0,0.0,30.97,37.04,46.34,31.53,0.1159,50,0,0.0,0.0,2.23e-05,0.148132,10000,500,9.210340371976184,5.0,0,1,0,0
svc-batch-transform-2gb-slim-serverless,batch-transform,lambda,2048,slim,10,10k,0.5,small,2026-05-09 14:09:01.900237+00:00,604,0,0.0,76.04,93.84,107.37,80.61,0.1119,50,0,0.1656,1539.01,0.0,0.001744,10000,500,9.210340371976184,5.0,0,0,0,1
svc-ml-inference-512mb-slim-container,ml-inference,fargate,512,slim,10,10k,0.5,small,2026-05-09 14:10:01.830714+00:00,621,0,0.0,66.19,120.63,221.66,74.48,0.115,50,0,0.0,0.0,2.32e-05,0.037051,10000,500,9.210340371976184,5.0,0,0,1,0
svc-batch-transform-512mb-slim-container,batch-transform,fargate,512,slim,10,10k,0.5,small,2026-05-09 14:13:22.078784+00:00,606,0,0.0,41.66,64.13,86.03,43.76,0.1122,50,0,0.0,0.0,2.375e-05,0.037051,10000,500,9.210340371976184,5.0,0,0,0,0
svc-batch-transform-2gb-slim-container,batch-transform,fargate,2048,slim,10,10k,0.5,small,2026-05-09 14:13:52.064751+00:00,608,0,0.0,36.34,45.67,56.58,36.9,0.1126,50,0,0.0,0.0,2.375e-05,0.148134,10000,500,9.210340371976184,5.0,0,0,0,0
svc-batch-transform-512mb-standard-serverless,batch-transform,lambda,512,standard,10,10k,0.5,small,2026-05-09 14:16:59.119024+00:00,631,0,0.0,86.25,108.41,131.33,93.29,0.1169,250,0,0.317,1358.14,0.0,0.000617,10000,500,9.210340371976184,5.0,0,0,0,1
svc-batch-transform-2gb-standard-container,batch-transform,fargate,2048,standard,10,10k,0.5,small,2026-05-09 14:17:14.920071+00:00,619,0,0.0,39.33,49.32,60.92,40.08,0.1146,250,0,0.0,0.0,2.426e-05,0.148134,10000,500,9.210340371976184,5.0,0,0,0,0
svc-enterprise-microservice-512mb-slim-serverless,enterprise-microservice,lambda,512,slim,10,10k,0.5,small,2026-05-09 14:18:40.352465+00:00,622,0,0.0,41.49,52.34,60.56,43.78,0.1152,50,1,0.0,0.0,0.0,0.000351,10000,500,9.210340371976184,5.0,1,0,0,1
svc-ml-inference-512mb-standard-serverless,ml-inference,lambda,512,standard,10,10k,0.5,small,2026-05-09 14:19:18.577523+00:00,619,0,0.0,319.0,352.76,373.62,329.82,0.1146,250,0,0.1616,4671.78,0.0,0.001825,10000,500,9.210340371976184,5.0,0,0,1,1
svc-event-driven-api-512mb-slim-serverless,event-driven-api,lambda,512,slim,10,10k,0.5,small,2026-05-09 14:20:55.274060+00:00,620,0,0.0,68.25,86.18,103.1,71.61,0.1148,50,0,0.0,0.0,0.0,0.000494,10000,500,9.210340371976184,5.0,0,1,0,1
svc-event-driven-api-512mb-standard-container,event-driven-api,fargate,512,standard,10,10k,0.5,small,2026-05-09 14:22:59.821222+00:00,602,0,0.0,34.2,46.07,55.37,35.16,0.1115,250,0,0.0,0.0,2.452e-05,0.037052,10000,500,9.210340371976184,5.0,0,1,0,0
svc-event-driven-api-2gb-standard-serverless,event-driven-api,lambda,2048,standard,10,10k,0.5,small,2026-05-09 14:24:48.741190+00:00,634,0,0.0,68.5,85.28,94.65,71.61,0.1174,250,0,0.0,0.0,0.0,0.00164,10000,500,9.210340371976184,5.0,0,1,0,1
svc-ml-inference-2gb-standard-container,ml-inference,fargate,2048,standard,10,10k,0.5,small,2026-05-09 14:26:17.881460+00:00,646,0,0.0,55.51,64.08,73.55,56.35,0.1196,250,0,0.0,0.0,2.449e-05,0.148134,10000,500,9.210340371976184,5.0,0,0,1,0
svc-enterprise-microservice-512mb-standard-container,enterprise-microservice,fargate,512,standard,10,10k,0.5,small,2026-05-09 14:34:11.036524+00:00,627,0,0.0,6.23,9.31,15.38,6.74,0.1161,250,1,0.0,0.0,2.453e-05,0.037052,10000,500,9.210340371976184,5.0,1,0,0,0
svc-enterprise-microservice-512mb-slim-container,enterprise-microservice,fargate,512,slim,10,10k,0.5,small,2026-05-09 14:34:26.228567+00:00,646,0,0.0,8.5,10.63,18.19,8.98,0.1196,50,1,0.0,0.0,2.453e-05,0.037052,10000,500,9.210340371976184,5.0,1,0,0,0
svc-batch-transform-512mb-slim-serverless,batch-transform,lambda,512,slim,10,10k,0.5,small,2026-05-09 14:44:57.169372+00:00,619,0,0.0,85.51,113.16,132.2,93.07,0.1146,50,0,0.0,0.0,0.0,0.000604,10000,500,9.210340371976184,5.0,0,0,0,1
svc-enterprise-microservice-2gb-standard-container,enterprise-microservice,fargate,2048,standard,10,10k,0.5,small,2026-05-09 14:48:34.841085+00:00,630,0,0.0,7.36,9.97,15.84,7.84,0.1167,250,1,0.0,0.0,2.475e-05,0.148135,10000,500,9.210340371976184,5.0,1,0,0,0
svc-event-driven-api-512mb-slim-container,event-driven-api,fargate,512,slim,10,10k,0.5,small,2026-05-09 14:57:27.112827+00:00,617,0,0.0,35.37,51.97,66.06,36.66,0.1143,50,0,0.0,0.0,2.503e-05,0.037053,10000,500,9.210340371976184,5.0,0,1,0,0
svc-ml-inference-2gb-slim-serverless,ml-inference,lambda,2048,slim,10,10k,0.5,small,2026-05-09 15:05:14.103137+00:00,614,0,0.0,112.94,130.85,149.13,122.51,0.1137,50,0,0.1629,4506.6,0.0,0.00263,10000,500,9.210340371976184,5.0,0,0,1,1
svc-event-driven-api-2gb-standard-container,event-driven-api,fargate,2048,standard,10,10k,0.5,small,2026-05-09 15:14:39.220057+00:00,613,0,0.0,32.53,41.36,49.64,33.13,0.1135,250,0,0.0,0.0,2.486e-05,0.148135,10000,500,9.210340371976184,5.0,0,1,0,0
svc-ml-inference-2gb-standard-serverless,ml-inference,lambda,2048,standard,10,10k,0.5,small,2026-05-09 15:42:49.985693+00:00,632,0,0.0,111.97,127.69,134.0,128.48,0.117,250,0,0.1582,4207.31,0.0,0.002833,10000,500,9.210340371976184,5.0,0,0,1,1
svc-batch-transform-512mb-standard-container,batch-transform,fargate,512,standard,11,10k,0.5,medium,2026-05-09 15:43:22.664150+00:00,620,0,0.0,234.06,269.68,363.26,240.7,0.1148,250,0,0.0,0.0,2.517e-05,0.037053,10000,2000,9.210340371976184,20.0,0,0,0,0
svc-enterprise-microservice-2gb-standard-serverless,enterprise-microservice,lambda,2048,standard,11,10k,0.5,medium,2026-05-09 15:45:59.737460+00:00,637,0,0.0,40.92,52.38,66.25,43.1,0.118,250,1,0.157,366.49,0.0,0.001043,10000,2000,9.210340371976184,20.0,1,0,0,1
svc-batch-transform-2gb-standard-serverless,batch-transform,lambda,2048,standard,11,10k,0.5,medium,2026-05-09 15:50:32.861258+00:00,626,0,0.0,75.3,90.94,106.21,79.41,0.1159,250,0,0.0,0.0,0.0,0.001782,10000,2000,9.210340371976184,20.0,0,0,0,1
svc-event-driven-api-512mb-standard-serverless,event-driven-api,lambda,512,standard,11,10k,0.5,medium,2026-05-09 15:51:06.520915+00:00,634,0,0.0,67.63,83.31,102.42,71.08,0.1174,250,0,0.1577,645.86,0.0,0.000502,10000,2000,9.210340371976184,20.0,0,1,0,1
svc-event-driven-api-2gb-slim-container,event-driven-api,fargate,2048,slim,11,10k,0.5,medium,2026-05-09 15:51:57.665855+00:00,633,0,0.0,37.08,47.35,56.57,37.83,0.1172,50,0,0.0,0.0,2.589e-05,0.148136,10000,2000,9.210340371976184,20.0,0,1,0,0
svc-batch-transform-2gb-slim-serverless,batch-transform,lambda,2048,slim,11,10k,0.5,medium,2026-05-09 15:54:02.872564+00:00,630,0,0.0,75.05,94.74,108.15,78.96,0.1167,50,0,0.1587,1342.51,0.0,0.001784,10000,2000,9.210340371976184,20.0,0,0,0,1
svc-ml-inference-512mb-slim-container,ml-inference,fargate,512,slim,11,10k,0.5,medium,2026-05-09 15:55:06.953455+00:00,622,0,0.0,1017.4,1179.53,1775.1,1044.87,0.1152,50,0,0.0,0.0,2.628e-05,0.037054,10000,2000,9.210340371976184,20.0,0,0,1,0
svc-batch-transform-512mb-slim-container,batch-transform,fargate,512,slim,11,10k,0.5,medium,2026-05-09 15:58:22.624929+00:00,628,0,0.0,225.3,292.55,519.93,237.84,0.1163,50,0,0.0,0.0,2.649e-05,0.037054,10000,2000,9.210340371976184,20.0,0,0,0,0
svc-batch-transform-2gb-slim-container,batch-transform,fargate,2048,slim,11,10k,0.5,medium,2026-05-09 15:58:56.963905+00:00,617,0,0.0,111.0,118.12,126.89,111.63,0.1143,50,0,0.0,0.0,2.649e-05,0.148136,10000,2000,9.210340371976184,20.0,0,0,0,0
svc-batch-transform-512mb-standard-serverless,batch-transform,lambda,512,standard,11,10k,0.5,medium,2026-05-09 16:02:02.664137+00:00,624,0,0.0,86.81,109.86,130.47,92.07,0.1156,250,0,0.1603,1586.54,0.0,0.000604,10000,2000,9.210340371976184,20.0,0,0,0,1
svc-batch-transform-2gb-standard-container,batch-transform,fargate,2048,standard,11,10k,0.5,medium,2026-05-09 16:02:23.882296+00:00,621,0,0.0,154.91,168.8,177.06,156.18,0.115,250,0,0.0,0.0,2.653e-05,0.148137,10000,2000,9.210340371976184,20.0,0,0,0,0
svc-enterprise-microservice-512mb-slim-serverless,enterprise-microservice,lambda,512,slim,11,10k,0.5,medium,2026-05-09 16:03:47.482285+00:00,632,0,0.0,40.77,51.07,60.84,42.67,0.117,50,1,0.0,0.0,0.0,0.000351,10000,2000,9.210340371976184,20.0,1,0,0,1
svc-ml-inference-512mb-standard-serverless,ml-inference,lambda,512,standard,11,10k,0.5,medium,2026-05-09 16:04:28.410906+00:00,620,0,0.0,315.61,347.56,377.44,325.34,0.1148,250,0,0.1613,4073.9,0.0,0.001805,10000,2000,9.210340371976184,20.0,0,0,1,1
svc-event-driven-api-512mb-slim-serverless,event-driven-api,lambda,512,slim,11,10k,0.5,medium,2026-05-09 16:05:55.988685+00:00,609,0,0.0,67.78,83.59,103.92,70.94,0.1128,50,0,0.0,0.0,0.0,0.000482,10000,2000,9.210340371976184,20.0,0,1,0,1
svc-event-driven-api-512mb-standard-container,event-driven-api,fargate,512,standard,11,10k,0.5,medium,2026-05-09 16:08:04.760231+00:00,625,0,0.0,42.63,60.48,73.64,43.88,0.1157,250,0,0.0,0.0,2.624e-05,0.037054,10000,2000,9.210340371976184,20.0,0,1,0,0
svc-event-driven-api-2gb-standard-serverless,event-driven-api,lambda,2048,standard,11,10k,0.5,medium,2026-05-09 16:09:55.205379+00:00,632,0,0.0,68.19,85.05,94.86,71.66,0.117,250,0,0.0,0.0,0.0,0.001636,10000,2000,9.210340371976184,20.0,0,1,0,1
svc-ml-inference-2gb-standard-container,ml-inference,fargate,2048,standard,11,10k,0.5,medium,2026-05-09 16:11:18.104321+00:00,630,0,0.0,510.79,543.52,562.52,505.0,0.1167,250,0,0.0,0.0,2.595e-05,0.148136,10000,2000,9.210340371976184,20.0,0,0,1,0
svc-enterprise-microservice-512mb-standard-container,enterprise-microservice,fargate,512,standard,11,10k,0.5,medium,2026-05-09 16:19:17.339481+00:00,628,0,0.0,6.12,9.15,18.9,6.73,0.1163,250,1,0.0,0.0,2.541e-05,0.037053,10000,2000,9.210340371976184,20.0,1,0,0,0
svc-enterprise-microservice-512mb-slim-container,enterprise-microservice,fargate,512,slim,11,10k,0.5,medium,2026-05-09 16:19:29.404667+00:00,624,0,0.0,8.54,11.18,18.5,9.03,0.1156,50,1,0.0,0.0,2.541e-05,0.037053,10000,2000,9.210340371976184,20.0,1,0,0,0
svc-batch-transform-512mb-slim-serverless,batch-transform,lambda,512,slim,11,10k,0.5,medium,2026-05-09 16:30:01.174142+00:00,634,0,0.0,86.24,106.66,125.13,90.79,0.1174,50,0,0.1577,1662.89,0.0,0.000606,10000,2000,9.210340371976184,20.0,0,0,0,1
svc-enterprise-microservice-2gb-standard-container,enterprise-microservice,fargate,2048,standard,11,10k,0.5,medium,2026-05-09 16:33:42.539654+00:00,609,0,0.0,7.39,10.09,15.17,7.85,0.1128,250,1,0.0,0.0,2.508e-05,0.148135,10000,2000,9.210340371976184,20.0,1,0,0,0
svc-event-driven-api-512mb-slim-container,event-driven-api,fargate,512,slim,11,10k,0.5,medium,2026-05-09 16:42:37.040782+00:00,623,0,0.0,44.06,70.41,87.2,46.16,0.1154,50,0,0.0,0.0,2.52e-05,0.037053,10000,2000,9.210340371976184,20.0,0,1,0,0
svc-ml-inference-2gb-slim-serverless,ml-inference,lambda,2048,slim,11,10k,0.5,medium,2026-05-09 16:50:17.375039+00:00,628,0,0.0,112.25,128.52,140.59,121.46,0.1163,50,0,0.1592,4373.14,0.0,0.002668,10000,2000,9.210340371976184,20.0,0,0,1,1
svc-event-driven-api-2gb-standard-container,event-driven-api,fargate,2048,standard,11,10k,0.5,medium,2026-05-09 16:59:42.732522+00:00,632,0,0.0,37.91,51.34,62.66,38.86,0.117,250,0,0.0,0.0,2.489e-05,0.148135,10000,2000,9.210340371976184,20.0,0,1,0,0
svc-ml-inference-2gb-standard-serverless,ml-inference,lambda,2048,standard,11,10k,0.5,medium,2026-05-09 17:27:56.374555+00:00,606,0,0.0,112.1,127.55,134.75,120.6,0.1122,250,0,0.165,4350.32,0.0,0.002557,10000,2000,9.210340371976184,20.0,0,0,1,1
svc-batch-transform-512mb-standard-container,batch-transform,fargate,512,standard,12,10k,0.5,large,2026-05-09 17:28:25.515261+00:00,621,0,0.0,2222.53,2352.91,2750.31,2247.8,0.115,250,0,0.0,0.0,2.505e-05,0.037053,10000,5000,9.210340371976184,50.0,0,0,0,0
svc-enterprise-microservice-2gb-standard-serverless,enterprise-microservice,lambda,2048,standard,12,10k,0.5,large,2026-05-09 17:31:08.675878+00:00,637,0,0.0,41.28,52.13,61.23,43.38,0.118,250,1,0.157,396.54,0.0,0.001049,10000,5000,9.210340371976184,50.0,1,0,0,1
svc-batch-transform-2gb-standard-serverless,batch-transform,lambda,2048,standard,12,10k,0.5,large,2026-05-09 17:35:36.697037+00:00,634,0,0.0,75.27,90.5,103.87,79.23,0.1174,250,0,0.0,0.0,0.0,0.001801,10000,5000,9.210340371976184,50.0,0,0,0,1
svc-event-driven-api-512mb-standard-serverless,event-driven-api,lambda,512,standard,12,10k,0.5,large,2026-05-09 17:36:09.779954+00:00,630,0,0.0,67.53,81.78,103.12,71.21,0.1167,250,0,0.1587,863.98,0.0,0.0005,10000,5000,9.210340371976184,50.0,0,1,0,1
svc-event-driven-api-2gb-slim-container,event-driven-api,fargate,2048,slim,12,10k,0.5,large,2026-05-09 17:37:14.411568+00:00,634,0,0.0,69.91,81.19,99.01,70.91,0.1174,50,0,0.0,0.0,2.585e-05,0.148136,10000,5000,9.210340371976184,50.0,0,1,0,0
svc-batch-transform-2gb-slim-serverless,batch-transform,lambda,2048,slim,12,10k,0.5,large,2026-05-09 17:39:04.012762+00:00,647,0,0.0,75.25,93.88,107.28,79.27,0.1198,50,0,0.1546,1281.52,0.0,0.001839,10000,5000,9.210340371976184,50.0,0,0,0,1
svc-ml-inference-512mb-slim-container,ml-inference,fargate,512,slim,12,10k,0.5,large,2026-05-09 17:40:06.966653+00:00,622,0,0.0,2049.24,2490.0,3387.18,2111.47,0.1152,50,0,0.0,0.0,2.615e-05,0.037054,10000,5000,9.210340371976184,50.0,0,0,1,0
